Order Date,year,month,day_of_week,is_weekend,Quarter,ShippingDuration,Ship Mode,Segment,State,Region,Num Products,Sales,sales_lag_1,sales_lag_7,sales_lag_30,rolling_mean_7,rolling_mean_30,rolling_std_30
2017-04-25,2017,4,1,0,1,4.0,Second Class,Consumer,Pennsylvania,East,3,108.42,1344.4199999999998,90.05799999999999,12.84,332.4954285714283,601.6463333333332,1685.3763800809754
2017-04-28,2017,4,4,0,1,2.0,Second Class,Consumer,Illinois,Central,1,30.344,108.42,36.24,28.8,335.11857142857116,604.8323333333332,1684.3149383339364
2017-04-28,2017,4,4,0,1,7.0,Standard Class,Corporate,California,West,1,41.568,30.344,242.56,158.256,334.2762857142854,604.8837999999998,1684.2967533803176
2017-04-30,2017,4,6,1,1,5.0,Standard Class,Home Office,Texas,Central,1,22.608,41.568,351.51,9135.19,305.5631428571425,600.9941999999998,1685.4980383291283
2017-05-01,2017,5,0,0,2,61.0,Second Class,Corporate,Florida,South,3,255.904,22.608,258.696,55.416,258.5771428571426,297.24146666666655,495.5062347816609
2017-05-02,2017,5,1,0,2,153.0,Standard Class,Consumer,California,West,4,918.9659999999999,255.904,3.984,257.499,258.17828571428544,303.9243999999999,493.4801052623056
2017-05-02,2017,5,1,0,2,0.0,Same Day,Home Office,Georgia,South,11,2075.51,918.9659999999999,1344.4199999999998,29.05,388.8899999999997,325.9732999999998,505.9539316165909
2017-05-03,2017,5,2,0,2,184.0,Standard Class,Corporate,Texas,Central,2,162.344,2075.51,108.42,79.12,493.33142857142826,394.1886333333332,594.7125447074808
2017-05-04,2017,5,3,0,2,153.0,Second Class,Home Office,Texas,Central,1,158.368,162.344,30.344,233.48,501.0348571428568,396.9627666666666,593.3848007177761
2017-05-04,2017,5,3,0,2,123.0,Standard Class,Consumer,Pennsylvania,East,2,887.966,158.368,41.568,13.83,519.3239999999997,394.45903333333325,594.2562119336143
2017-05-05,2017,5,4,0,2,31.0,First Class,Corporate,Nevada,West,2,1691.6080000000002,887.966,22.608,2027.188,640.2379999999997,423.59689999999983,596.3762155617447
2017-05-05,2017,5,4,0,2,61.0,Second Class,Consumer,California,West,1,71.088,1691.6080000000002,255.904,240.04,878.666571428571,412.41089999999986,567.7197906443511
2017-05-05,2017,5,4,0,2,123.0,Standard Class,Home Office,California,West,2,252.148,71.088,918.9659999999999,156.516,852.2642857142855,406.7791666666665,570.3206950925966
2017-05-05,2017,5,4,0,2,92.0,First Class,Corporate,Tennessee,South,1,14.352,252.148,2075.51,624.576,757.0045714285712,409.96689999999995,569.1396852381584
2017-05-05,2017,5,4,0,2,92.0,First Class,Consumer,California,West,2,305.49600000000004,14.352,162.344,633.04,462.5534285714283,389.62609999999984,572.1020254150691
2017-05-05,2017,5,4,0,2,61.0,First Class,Consumer,Kentucky,South,1,79.14,305.49600000000004,158.368,8.32,483.00371428571395,378.70796666666655,570.4194607535567
2017-05-05,2017,5,4,0,2,123.0,Standard Class,Consumer,Tennessee,South,1,16.72,79.14,887.966,67.32000000000001,471.6854285714283,381.0686333333332,568.9784861508529
2017-05-05,2017,5,4,0,2,123.0,Standard Class,Home Office,Florida,South,2,270.728,16.72,1691.6080000000002,195.976,347.221714285714,379.3819666666666,570.0146818960009
2017-05-06,2017,5,5,1,2,184.0,Standard Class,Consumer,Delaware,East,3,386.48,270.728,71.088,31.56,144.23885714285683,381.8736999999999,569.3482984517233
2017-05-06,2017,5,5,1,2,123.0,Standard Class,Home Office,Pennsylvania,East,2,132.168,386.48,252.148,1588.323,189.29485714285684,393.70436666666654,565.4924510281518
2017-05-06,2017,5,5,1,2,123.0,Standard Class,Corporate,Washington,West,1,61.38,132.168,14.352,23.952,172.15485714285686,345.1658666666665,520.088774432804
2017-05-06,2017,5,5,1,2,61.0,First Class,Consumer,California,West,2,79.792,61.38,305.49600000000004,86.62,178.87314285714254,346.4134666666666,519.3360164089987
2017-05-08,2017,5,0,0,2,184.0,Standard Class,Corporate,Alabama,South,1,197.05,79.792,79.14,35.010000000000005,146.62971428571396,346.1858666666665,519.4552799230955
2017-05-09,2017,5,1,0,2,61.0,Second Class,Corporate,Texas,Central,3,52.096000000000004,197.05,16.72,90.05799999999999,163.47399999999968,351.58719999999994,516.9444611680286
2017-05-09,2017,5,1,0,2,31.0,First Class,Consumer,Iowa,Central,1,278.4,52.096000000000004,270.728,36.24,168.52771428571396,350.3217999999999,517.6526968240386
2017-05-09,2017,5,1,0,2,153.0,Standard Class,Home Office,Texas,Central,2,91.23,278.4,386.48,242.56,169.62371428571396,358.3937999999999,514.4644277120257
2017-05-09,2017,5,1,0,2,61.0,Second Class,Consumer,Michigan,Central,6,634.46,91.23,132.168,351.51,127.44514285714253,353.34946666666656,516.3776832798827
2017-05-09,2017,5,1,0,2,123.0,Standard Class,Consumer,Pennsylvania,East,4,1024.637,634.46,61.38,258.696,199.20114285714251,362.78113333333323,518.9207135014734
2017-05-09,2017,5,1,0,2,184.0,Standard Class,Consumer,New York,East,1,192.16,1024.637,79.792,3.984,336.8092857142854,388.3124999999999,532.2932317639471
2017-05-09,2017,5,1,0,2,31.0,First Class,Consumer,California,West,3,112.12,192.16,197.05,1344.4199999999998,352.8618571428568,394.5850333333332,528.7047777997749
2017-05-09,2017,5,1,0,2,153.0,Standard Class,Home Office,Kansas,Central,1,107.94,112.12,52.096000000000004,108.42,340.7289999999997,353.5083666666666,499.4243159948561
2017-05-09,2017,5,1,0,2,184.0,Standard Class,Consumer,Ohio,East,3,103.054,107.94,278.4,30.344,348.70671428571393,353.49236666666656,499.43244623972805
2017-05-09,2017,5,1,0,2,184.0,Standard Class,Consumer,Texas,Central,1,93.456,103.054,91.23,41.568,323.6572857142854,355.91603333333325,497.9845090434097
2017-05-09,2017,5,1,0,2,184.0,Standard Class,Corporate,Texas,Central,1,347.802,93.456,634.46,22.608,323.9752857142854,357.64563333333325,496.94408912322933
2017-05-09,2017,5,1,0,2,61.0,Second Class,Consumer,Tennessee,South,4,228.586,347.802,1024.637,255.904,283.0241428571426,368.4854333333332,492.9143118918747
2017-05-09,2017,5,1,0,2,61.0,First Class,Corporate,Texas,Central,1,21.204,228.586,192.16,918.9659999999999,169.3025714285711,367.57483333333323,493.1546390930945
2017-05-09,2017,5,1,0,2,153.0,Standard Class,Consumer,Virginia,South,2,1678.0,21.204,112.12,2075.51,144.8802857142854,337.6494333333332,485.72441783180614
2017-05-09,2017,5,1,0,2,61.0,Second Class,Corporate,Pennsylvania,East,1,82.8,1678.0,107.94,162.344,368.57742857142824,324.39909999999986,439.9463621165768
2017-05-09,2017,5,1,0,2,153.0,Standard Class,Corporate,California,West,1,116.0,82.8,103.054,158.368,364.9859999999997,321.7476333333332,441.1946402146133
2017-05-09,2017,5,1,0,2,153.0,Second Class,Home Office,Illinois,Central,1,9.248,116.0,93.456,887.966,366.8354285714282,320.3353666666666,441.8030437754752
2017-05-09,2017,5,1,0,2,61.0,First Class,Corporate,New York,East,1,43.6,9.248,347.802,1691.6080000000002,354.8057142857139,291.0447666666666,431.8900159938293
2017-05-09,2017,5,1,0,2,123.0,Standard Class,Consumer,Pennsylvania,East,1,9.555,43.6,228.586,71.088,311.3482857142854,236.11116666666658,343.33361282939916
2017-05-11,2017,5,3,0,2,153.0,Standard Class,Corporate,Pennsylvania,East,1,23.988,9.555,21.204,252.148,280.0581428571425,234.06006666666653,344.5351672174857
2017-05-11,2017,5,3,0,2,61.0,First Class,Consumer,Virginia,South,3,1120.73,23.988,1678.0,14.352,280.4558571428568,226.4547333333332,346.63395326093627
2017-05-11,2017,5,3,0,2,123.0,Standard Class,Consumer,Washington,West,1,479.72,1120.73,82.8,305.49600000000004,200.8458571428568,263.3339999999999,380.49133855899163
2017-05-11,2017,5,3,0,2,153.0,Standard Class,Home Office,Indiana,Central,3,196.33,479.72,116.0,79.14,257.54871428571397,269.14146666666653,382.48144284547124
2017-05-11,2017,5,3,0,2,92.0,First Class,Consumer,California,West,1,53.248,196.33,9.248,16.72,269.02442857142825,273.0477999999999,381.06985234643975
2017-05-11,2017,5,3,0,2,123.0,Standard Class,Consumer,Texas,Central,5,2007.9048,53.248,43.6,270.728,275.3101428571425,274.2653999999999,380.28012692946385
2017-05-11,2017,5,3,0,2,61.0,Second Class,Consumer,California,West,3,344.01800000000003,2007.9048,9.555,386.48,555.9251142857139,332.1712933333332,494.7544342028768
2017-05-11,2017,5,3,0,2,153.0,Standard Class,Home Office,California,West,1,29.12,344.01800000000003,23.988,132.168,603.7055428571424,330.75589333333323,494.6544374737989
2017-05-11,2017,5,3,0,2,0.0,Same Day,Consumer,Texas,Central,1,11.84,29.12,1120.73,61.38,604.4386857142854,327.3209599999999,496.43558670341616
2017-05-12,2017,5,4,0,2,61.0,Second Class,Consumer,Kentucky,South,2,1284.8000000000002,11.84,479.72,79.792,446.0258285714282,325.66962666666655,497.43210576349543
2017-05-12,2017,5,4,0,2,123.0,Standard Class,Corporate,Wisconsin,Central,4,2657.81,1284.8000000000002,196.33,197.05,561.0372571428568,365.8365599999999,524.7921127074341
2017-05-12,2017,5,4,0,2,92.0,Second Class,Corporate,Illinois,Central,1,11.952,2657.81,53.248,52.096000000000004,912.6772571428568,447.86189333333317,669.7813532276787
2017-05-12,2017,5,4,0,2,123.0,Second Class,Home Office,Illinois,Central,1,3.536,11.952,2007.9048,278.4,906.7778285714284,446.52375999999987,670.638857733711
2017-05-12,2017,5,4,0,2,153.0,Standard Class,Consumer,Washington,West,1,407.976,3.536,344.01800000000003,91.23,620.4394285714283,437.36162666666655,674.8790968039788
2017-05-12,2017,5,4,0,2,31.0,First Class,Consumer,Kentucky,South,1,191.82,407.976,29.12,634.46,629.5762857142854,447.91982666666655,671.7477001807109
2017-05-12,2017,5,4,0,2,61.0,Second Class,Consumer,New York,East,1,465.18,191.82,11.84,1024.637,652.8191428571425,433.16515999999984,672.3700512198027
2017-05-12,2017,5,4,0,2,153.0,Second Class,Home Office,District of Columbia,East,1,33.92,465.18,1284.8000000000002,192.16,717.5819999999997,414.5165933333332,663.0940025118374
2017-05-12,2017,5,4,0,2,61.0,First Class,Corporate,Massachusetts,East,1,81.94,33.92,2657.81,112.12,538.8848571428568,409.2419266666666,665.5485856990117
2017-05-14,2017,5,6,1,2,0.0,Same Day,Consumer,Ohio,East,1,79.384,81.94,11.952,107.94,170.90342857142826,408.23592666666656,666.0358131788173
2017-05-14,2017,5,6,1,2,0.0,Same Day,Corporate,Arizona,West,1,185.528,79.384,3.536,103.054,180.5365714285711,407.2840599999999,666.5000244007948
2017-05-14,2017,5,6,1,2,5.0,Standard Class,Corporate,Florida,South,7,191.018,185.528,407.976,93.456,206.53542857142824,410.03319333333326,665.3710212582753
2017-05-15,2017,5,0,0,2,6.0,Standard Class,Consumer,New York,East,1,13.776,191.018,191.82,347.802,175.54142857142824,413.2852599999999,664.0073882903771
2017-05-15,2017,5,0,0,2,5.0,Standard Class,Home Office,Mississippi,South,3,612.14,13.776,465.18,228.586,150.10657142857107,402.1510599999999,667.9321929920096
2017-05-15,2017,5,0,0,2,4.0,Second Class,Consumer,Florida,South,1,7.764,612.14,33.92,21.204,171.10085714285682,414.9361933333332,668.1661922744435
2017-05-15,2017,5,0,0,2,4.0,Second Class,Consumer,Ohio,East,1,15.232,7.764,81.94,1678.0,167.3642857142854,414.48819333333324,668.4437378200442
2017-05-16,2017,5,1,0,2,5.0,Second Class,Consumer,California,West,1,17.34,15.232,79.384,82.8,157.83457142857108,359.0625933333332,627.7622380070856
2017-05-16,2017,5,1,0,2,3.0,Second Class,Consumer,California,West,2,310.55999999999995,17.34,185.528,116.0,148.9711428571425,356.8805933333332,628.8683836083031
2017-05-16,2017,5,1,0,2,7.0,Standard Class,Consumer,Connecticut,East,1,552.56,310.55999999999995,191.018,9.248,166.8328571428568,363.36592666666655,627.2998574577882
2017-05-17,2017,5,2,0,2,3.0,First Class,Consumer,Illinois,Central,4,63.922,552.56,13.776,43.6,218.48171428571393,381.4763266666666,624.5606322567404
2017-05-17,2017,5,2,0,2,1.0,First Class,Consumer,Connecticut,East,3,253.03000000000003,63.922,612.14,9.555,225.64542857142823,382.15372666666656,624.1924462779585
2017-05-17,2017,5,2,0,2,4.0,Standard Class,Corporate,Florida,South,2,29.97,253.03000000000003,7.764,23.988,174.34399999999965,390.26955999999984,620.7541912555114
2017-05-18,2017,5,3,0,2,6.0,Standard Class,Consumer,California,West,2,122.22,29.97,15.232,1120.73,177.5162857142854,390.4689599999999,620.6334253671696
2017-05-19,2017,5,4,0,2,5.0,Standard Class,Consumer,New York,East,5,821.2239999999999,122.22,17.34,479.72,192.80028571428537,357.1852933333332,606.73893311597
2017-05-19,2017,5,4,0,2,4.0,Standard Class,Corporate,California,West,1,87.84,821.2239999999999,310.55999999999995,196.33,307.6408571428568,368.5687599999999,612.2953288819475
2017-05-19,2017,5,4,0,2,4.0,Standard Class,Corporate,Indiana,Central,1,21.4,87.84,552.56,53.248,275.82371428571395,364.95242666666655,613.6665283807165
2017-05-19,2017,5,4,0,2,5.0,Standard Class,Consumer,Virginia,South,1,641.96,21.4,63.922,2007.9048,199.94371428571395,363.89082666666656,614.2516176565942
2017-05-19,2017,5,4,0,2,5.0,Standard Class,Corporate,California,West,1,9.584,641.96,253.03000000000003,344.01800000000003,282.5205714285711,318.35933333333315,533.5047896920587
2017-05-20,2017,5,5,1,2,4.0,Standard Class,Consumer,Florida,South,1,2.694,9.584,29.97,29.12,247.74257142857113,307.2115333333332,536.4361675578822
2017-05-20,2017,5,5,1,2,5.0,Standard Class,Home Office,California,West,2,1064.624,2.694,122.22,11.84,243.8459999999997,306.33066666666656,536.9300295862954
2017-05-20,2017,5,5,1,2,0.0,Same Day,Consumer,North Carolina,South,1,1363.96,1064.624,821.2239999999999,1284.8000000000002,378.47514285714254,341.4234666666665,551.232497782781
2017-05-20,2017,5,5,1,2,3.0,First Class,Home Office,Colorado,West,1,40.635,1363.96,87.84,2657.81,456.00885714285687,344.0621333333332,556.0722333768081
2017-05-21,2017,5,6,1,2,2.0,First Class,Corporate,Rhode Island,East,1,111.96,40.635,21.4,11.952,449.26528571428537,256.82296666666656,346.29030087709657
2017-05-21,2017,5,6,1,2,2.0,First Class,Consumer,California,West,2,121.436,111.96,641.96,3.536,462.2024285714283,260.1565666666665,344.3275457493501
2017-05-21,2017,5,6,1,2,7.0,Standard Class,Corporate,Nevada,West,1,2396.4,121.436,9.584,407.976,387.84185714285684,264.08656666666656,341.9623006783337
2017-05-21,2017,5,6,1,2,5.0,Standard Class,Corporate,Texas,Central,2,84.62,2396.4,2.694,191.82,728.8155714285712,330.36736666666656,518.135593788323
2017-05-21,2017,5,6,1,2,7.0,Standard Class,Corporate,Illinois,Central,1,3.798,84.62,1064.624,465.18,740.5192857142855,326.79403333333323,519.4919151420592
2017-05-22,2017,5,0,0,2,5.0,Standard Class,Consumer,New Jersey,East,6,1562.086,3.798,1363.96,33.92,588.9727142857139,311.4146333333332,522.0768747227836
2017-05-22,2017,5,0,0,2,7.0,Standard Class,Corporate,California,West,1,222.384,1562.086,40.635,81.94,617.2764285714283,362.3534999999999,566.7115115459299
2017-05-22,2017,5,0,0,2,0.0,Same Day,Consumer,Georgia,South,1,14.73,222.384,111.96,79.384,643.2405714285711,367.0349666666665,564.8923738897456
2017-05-23,2017,5,1,0,2,5.0,Standard Class,Consumer,Illinois,Central,1,1979.928,14.73,121.436,185.528,629.3505714285711,364.8798333333332,566.149572085589
2017-05-23,2017,5,1,0,2,4.0,Standard Class,Consumer,Pennsylvania,East,4,8539.02,1979.928,2396.4,191.018,894.8494285714283,424.69316666666657,636.9138754209476
2017-05-23,2017,5,1,0,2,4.0,Standard Class,Consumer,California,West,1,37.05,8539.02,84.62,13.776,1772.3665714285712,702.9599,1610.6203975449182
2017-05-23,2017,5,1,0,2,4.0,Standard Class,Home Office,Alabama,South,1,4.98,37.05,3.798,612.14,1765.5708571428568,703.7357,1610.2825557965177
2017-05-24,2017,5,2,0,2,4.0,Standard Class,Home Office,Pennsylvania,East,1,16.656,4.98,1562.086,7.764,1765.7397142857142,683.4970333333333,1615.2812184190761
2017-05-24,2017,5,2,0,2,0.0,Same Day,Home Office,Virginia,South,2,261.1,16.656,222.384,15.232,1544.964,683.7934333333332,1615.1537582251444
2017-05-25,2017,5,3,0,2,5.0,Standard Class,Home Office,Georgia,South,3,1311.97,261.1,14.73,17.34,1550.4948571428572,691.9890333333332,1612.265578054651
2017-05-26,2017,5,4,0,2,3.0,Second Class,Corporate,Florida,South,2,232.62400000000002,1311.97,1979.928,310.55999999999995,1735.814857142857,735.1433666666666,1610.9106946447605
2017-05-26,2017,5,4,0,2,0.0,Same Day,Consumer,Texas,Central,4,477.142,232.62400000000002,8539.02,552.56,1486.1999999999996,732.5455,1611.6816761168484
2017-05-26,2017,5,4,0,2,4.0,Standard Class,Consumer,Wisconsin,Central,1,26.94,477.142,37.05,63.922,334.50314285714256,730.0315666666665,1612.0308833844415
2017-05-26,2017,5,4,0,2,5.0,Standard Class,Consumer,California,West,5,1119.1480000000001,26.94,4.98,253.03000000000003,333.0588571428569,728.7988333333334,1612.5718771250142
2017-05-27,2017,5,5,1,2,4.0,Standard Class,Consumer,Illinois,Central,3,1328.128,1119.1480000000001,16.656,29.97,492.225714285714,757.6694333333331,1611.5131553996232
2017-05-27,2017,5,5,1,2,2.0,Second Class,Corporate,Michigan,Central,3,3963.57,1328.128,261.1,122.22,679.5788571428568,800.9413666666666,1608.7258564523609
2017-05-28,2017,5,6,1,2,0.0,Same Day,Corporate,New York,East,1,54.9,3963.57,1311.97,821.2239999999999,1208.5031428571426,928.9863666666665,1702.9554337760421
2017-05-30,2017,5,1,0,2,1.0,Same Day,Consumer,Texas,Central,2,303.92,54.9,232.62400000000002,87.84,1028.921714285714,903.4422333333333,1710.3588879256677
2017-05-30,2017,5,1,0,2,1.0,First Class,Consumer,North Carolina,South,1,3.282,303.92,477.142,21.4,1039.1068571428568,910.6448999999999,1707.2579526802906
2017-05-30,2017,5,1,0,2,7.0,Standard Class,Corporate,California,West,1,167.84,3.282,26.94,641.96,971.4125714285711,910.0409666666667,1707.5865383308073
2017-05-31,2017,5,2,0,2,6.0,Standard Class,Consumer,New York,East,2,186.85199999999998,167.84,1119.1480000000001,9.584,991.5411428571426,894.2369666666667,1712.3406411483415
2017-06-02,2017,6,4,0,2,153.0,Standard Class,Corporate,Tennessee,South,1,132.224,186.85199999999998,1328.128,2.694,858.3559999999998,900.1458999999999,1709.4860976465777
2017-06-03,2017,6,5,1,2,183.0,Standard Class,Consumer,Illinois,Central,4,309.082,132.224,3963.57,1064.624,687.5125714285712,904.4635666666666,1707.3034161354294
2017-06-03,2017,6,5,1,2,122.0,Standard Class,Home Office,Pennsylvania,East,3,502.221,309.082,54.9,1363.96,165.44285714285687,879.2788333333333,1710.4290993118768
2017-06-05,2017,6,0,0,2,122.0,Standard Class,Consumer,Illinois,Central,2,29.384,502.221,303.92,40.635,229.34585714285686,850.5541999999999,1709.2443082066186
2017-06-05,2017,6,0,0,2,122.0,Standard Class,Home Office,Ohio,East,3,111.49600000000001,29.384,3.282,111.96,190.1264285714283,850.1791666666667,1709.4293685553257
2017-06-05,2017,6,0,0,2,61.0,Second Class,Home Office,Missouri,Central,1,54.48,111.49600000000001,167.84,121.436,205.58557142857117,850.1636999999998,1709.4362802600529
2017-06-05,2017,6,0,0,2,122.0,Standard Class,Consumer,California,West,1,41.6,54.48,186.85199999999998,2396.4,189.39128571428546,847.9318333333333,1710.4639272334991
2017-06-06,2017,6,1,0,2,30.0,First Class,Consumer,Massachusetts,East,1,714.3,41.6,132.224,84.62,168.64099999999976,769.4385,1690.8730636667294
2017-06-06,2017,6,1,0,2,153.0,Standard Class,Home Office,California,West,3,3528.488,714.3,309.082,3.798,251.794714285714,790.4278333333333,1685.9801929380603
2017-06-06,2017,6,1,0,2,183.0,Standard Class,Home Office,California,West,2,121.95,3528.488,502.221,1562.086,711.7098571428569,907.9175,1750.8364448988737
2017-06-06,2017,6,1,0,2,30.0,First Class,Consumer,Arkansas,South,7,678.87,121.95,29.384,222.384,657.3854285714282,859.9129666666665,1752.024394362971
2017-06-06,2017,6,1,0,2,92.0,Second Class,Corporate,Massachusetts,East,1,105.52,678.87,111.49600000000001,14.73,750.1691428571424,875.1291666666667,1748.2748370007732
2017-06-06,2017,6,1,0,2,7.0,Standard Class,Consumer,Illinois,Central,1,328.224,105.52,54.48,1979.928,749.3154285714282,878.1555,1746.8120622873569
2017-06-08,2017,6,3,0,2,30.0,First Class,Corporate,New York,East,1,70.88,328.224,41.6,8539.02,788.421714285714,823.0987,1736.8898434863436
2017-06-08,2017,6,3,0,2,66.0,Standard Class,Consumer,California,West,1,211.168,70.88,714.3,37.05,792.604571428571,540.8273666666665,949.1717227714194
2017-06-08,2017,6,3,0,2,153.0,Standard Class,Consumer,New York,East,1,38.34,211.168,3528.488,4.98,720.7285714285711,546.6312999999999,946.5136557216334
2017-06-09,2017,6,4,0,2,153.0,Standard Class,Consumer,North Carolina,South,2,99.15599999999999,38.34,121.95,16.656,222.13599999999968,547.7433,945.8747407796183
2017-06-09,2017,6,4,0,2,92.0,Second Class,Consumer,New York,East,2,754.212,99.15599999999999,678.87,261.1,218.87971428571396,550.4932999999999,944.3962074476273
2017-06-09,2017,6,4,0,2,153.0,Standard Class,Corporate,Minnesota,Central,1,77.88,754.212,105.52,1311.97,229.64285714285683,566.9303666666666,943.4764988836922
2017-06-09,2017,6,4,0,2,61.0,First Class,Consumer,Texas,Central,1,10.784,77.88,328.224,232.62400000000002,225.6942857142854,525.7940333333332,936.7517148457115
2017-06-09,2017,6,4,0,2,183.0,Standard Class,Corporate,Texas,Central,2,371.504,10.784,70.88,477.142,180.34571428571397,518.3993666666665,940.0156953176286
2017-06-10,2017,6,5,1,2,30.0,First Class,Home Office,Colorado,West,4,801.5500000000001,371.504,211.168,26.94,223.29199999999966,514.8780999999998,940.3733633919725
2017-06-10,2017,6,5,1,2,0.0,Same Day,Consumer,Oklahoma,Central,1,28.85,801.5500000000001,38.34,1119.1480000000001,307.6322857142854,540.6984333333332,937.1426917286369
2017-06-11,2017,6,6,1,2,122.0,Second Class,Consumer,California,West,1,84.84,28.85,99.15599999999999,1328.128,306.2765714285711,504.35516666666655,935.0754393634228
2017-06-11,2017,6,6,1,2,122.0,Second Class,Home Office,California,West,2,319.98400000000004,84.84,754.212,3963.57,304.23142857142824,462.9122333333333,924.801600981258
2017-06-11,2017,6,6,1,2,92.0,First Class,Corporate,Florida,South,4,368.432,319.98400000000004,77.88,54.9,242.19885714285684,341.45936666666654,646.6300373277736
2017-06-12,2017,6,0,0,2,183.0,Standard Class,Consumer,Washington,West,7,1169.454,368.432,10.784,303.92,283.7062857142854,351.91043333333323,644.3686099332356
2017-06-12,2017,6,0,0,2,30.0,First Class,Corporate,California,West,1,19.44,1169.454,371.504,3.282,449.2305714285711,380.7615666666665,661.3001567815409
2017-06-12,2017,6,0,0,2,183.0,Standard Class,Corporate,New York,East,3,1671.08,19.44,801.5500000000001,167.84,398.93571428571397,381.3001666666666,660.9886214266143
2017-06-13,2017,6,1,0,2,2.0,Second Class,Home Office,Michigan,Central,1,377.97,1671.08,28.85,186.85199999999998,523.1542857142854,431.40816666666655,700.0717992194465
2017-06-13,2017,6,1,0,2,3.0,Second Class,Consumer,New York,East,1,33.568,377.97,84.84,132.224,573.0285714285711,437.7787666666665,698.6377281459584
2017-06-13,2017,6,1,0,2,4.0,Standard Class,Consumer,Kansas,Central,1,18.9,33.568,319.98400000000004,309.082,565.7039999999996,434.4902333333332,700.3556676577939
2017-06-14,2017,6,2,0,2,0.0,Same Day,Corporate,California,West,1,1293.488,18.9,368.432,502.221,522.6919999999997,424.8174999999999,704.1410747007616
2017-06-14,2017,6,2,0,2,3.0,First Class,Consumer,Florida,South,2,58.4,1293.488,1169.454,29.384,654.8428571428568,451.19306666666654,721.740042024635
2017-06-14,2017,6,2,0,2,0.0,Same Day,Home Office,California,West,1,599.165,58.4,19.44,111.49600000000001,496.12085714285683,452.16026666666653,721.1745065926146
2017-06-14,2017,6,2,0,2,3.0,First Class,Home Office,California,West,4,53.7,599.165,1671.08,54.48,578.9387142857139,468.4158999999999,718.7229642387701
2017-06-14,2017,6,2,0,2,4.0,Standard Class,Corporate,Washington,West,1,1115.17,53.7,377.97,41.6,347.88442857142826,468.38989999999995,718.7384687776593
2017-06-14,2017,6,2,0,2,7.0,Standard Class,Corporate,Pennsylvania,East,1,337.176,1115.17,33.568,714.3,453.19871428571395,504.17556666666655,723.4667751915424
2017-06-15,2017,6,3,0,2,3.0,First Class,Consumer,Texas,Central,1,173.488,337.176,18.9,3528.488,496.5712857142854,491.60476666666654,722.9660386161956
2017-06-16,2017,6,4,0,2,3.0,Second Class,Home Office,Tennessee,South,1,91.475,173.488,1293.488,121.95,518.6552857142854,379.7714333333332,441.82437483607725
2017-06-16,2017,6,4,0,2,2.0,Second Class,Consumer,California,West,1,46.35,91.475,58.4,678.87,346.9391428571425,378.75559999999984,442.472151948387
2017-06-16,2017,6,4,0,2,6.0,Standard Class,Consumer,Delaware,East,1,9.45,46.35,599.165,105.52,345.21771428571395,357.6715999999999,442.7482872643231
2017-06-17,2017,6,5,1,2,5.0,Standard Class,Consumer,California,West,1,111.96,9.45,53.7,328.224,260.972714285714,354.46926666666656,444.97677333998706
2017-06-17,2017,6,5,1,2,1.0,First Class,Consumer,New York,East,7,655.09,111.96,1115.17,70.88,269.2955714285711,347.26046666666656,447.16302905376153
2017-06-17,2017,6,5,1,2,5.0,Standard Class,Corporate,Connecticut,East,3,584.7700000000001,655.09,337.176,211.168,203.56985714285682,366.73413333333326,447.43270002343303
2017-06-17,2017,6,5,1,2,2.0,First Class,Consumer,Colorado,West,2,749.488,584.7700000000001,173.488,38.34,238.94042857142827,379.1875333333333,448.1521759950375
2017-06-17,2017,6,5,1,2,2.0,First Class,Consumer,California,West,3,482.006,749.488,91.475,99.15599999999999,321.2261428571425,402.89246666666656,448.309410214816
2017-06-17,2017,6,5,1,2,3.0,Second Class,Consumer,New York,East,1,40.74,482.006,46.35,754.212,377.0162857142854,415.6541333333332,444.8004510826885
2017-06-17,2017,6,5,1,2,6.0,Standard Class,Corporate,New York,East,1,376.866,40.74,9.45,77.88,376.2148571428569,391.8717333333332,445.1480535970464
2017-06-18,2017,6,6,1,2,3.0,First Class,Consumer,Illinois,Central,1,76.864,376.866,111.96,10.784,428.70285714285683,401.8379333333332,441.2053047862353
2017-06-18,2017,6,6,1,2,2.0,Second Class,Corporate,Pennsylvania,East,3,465.074,76.864,655.09,371.504,423.68914285714254,404.0405999999999,439.3467264226734
2017-06-19,2017,6,0,0,2,1.0,First Class,Corporate,California,West,1,17.12,465.074,584.7700000000001,801.5500000000001,396.5439999999997,407.1595999999999,439.4399035165835
2017-06-20,2017,6,1,0,2,1.0,First Class,Consumer,California,West,5,409.76,17.12,749.488,28.85,315.45114285714254,381.0119333333332,438.5002466507357
2017-06-20,2017,6,1,0,2,4.0,Standard Class,Home Office,Pennsylvania,East,4,538.022,409.76,482.006,84.84,266.9185714285711,393.7089333333332,433.43708658724495
2017-06-20,2017,6,1,0,2,5.0,Standard Class,Consumer,Delaware,East,2,66.8,538.022,40.74,319.98400000000004,274.9208571428568,408.8149999999998,430.1861657379024
2017-06-20,2017,6,1,0,2,6.0,Standard Class,Corporate,Texas,Central,2,106.336,66.8,376.866,368.432,278.643714285714,400.37553333333324,434.45132080438356
2017-06-20,2017,6,1,0,2,5.0,Second Class,Corporate,California,West,2,44.040000000000006,106.336,76.864,1169.454,239.99657142857112,391.6389999999999,437.7386876661991
